rank	vertex_index	anomaly_score	coreness	degree
13546.5	36225	0.05637541149157421	4	4
13546.5	36224	0.05637541149157421	4	4
13546.5	36223	0.05637541149157421	4	4
13546.5	36222	0.05637541149157421	4	4
13546.5	36221	0.05637541149157421	4	4
13546.5	36175	0.05637541149157421	4	4
13546.5	36174	0.05637541149157421	4	4
13546.5	36173	0.05637541149157421	4	4
13546.5	36172	0.05637541149157421	4	4
13546.5	36123	0.05637541149157421	4	4
13546.5	36121	0.05637541149157421	4	4
13546.5	36091	0.05637541149157421	4	4
13546.5	36085	0.05637541149157421	4	4
13546.5	36084	0.05637541149157421	4	4
13546.5	36083	0.05637541149157421	4	4
13546.5	36082	0.05637541149157421	4	4
13546.5	36008	0.05637541149157421	4	4
13546.5	36007	0.05637541149157421	4	4
13546.5	36006	0.05637541149157421	4	4
13546.5	36005	0.05637541149157421	4	4
13546.5	35997	0.05637541149157421	4	4
13546.5	35996	0.05637541149157421	4	4
13546.5	35995	0.05637541149157421	4	4
13546.5	35976	0.05637541149157421	4	4
13546.5	35975	0.05637541149157421	4	4
13546.5	35974	0.05637541149157421	4	4
13546.5	35973	0.05637541149157421	4	4
13546.5	35892	0.05637541149157421	4	4
13546.5	35891	0.05637541149157421	4	4
13546.5	35890	0.05637541149157421	4	4
13546.5	35889	0.05637541149157421	4	4
13546.5	35883	0.05637541149157421	4	4
13546.5	35803	0.05637541149157421	4	4
13546.5	35792	0.05637541149157421	4	4
13546.5	35790	0.05637541149157421	4	4
13546.5	35782	0.05637541149157421	4	4
13546.5	35781	0.05637541149157421	4	4
13546.5	35780	0.05637541149157421	4	4
13546.5	35779	0.05637541149157421	4	4
13546.5	35777	0.05637541149157421	4	4
13546.5	35776	0.05637541149157421	4	4
13546.5	35775	0.05637541149157421	4	4
13546.5	35774	0.05637541149157421	4	4
13546.5	35747	0.05637541149157421	4	4
13546.5	35746	0.05637541149157421	4	4
13546.5	35740	0.05637541149157421	4	4
13546.5	35737	0.05637541149157421	4	4
13546.5	35714	0.05637541149157421	4	4
13546.5	35713	0.05637541149157421	4	4
13546.5	35712	0.05637541149157421	4	4
13546.5	35711	0.05637541149157421	4	4
13546.5	35710	0.05637541149157421	4	4
13546.5	35677	0.05637541149157421	4	4
13546.5	35676	0.05637541149157421	4	4
13546.5	35661	0.05637541149157421	4	4
13546.5	35660	0.05637541149157421	4	4
13546.5	35659	0.05637541149157421	4	4
13546.5	35583	0.05637541149157421	4	4
13546.5	35582	0.05637541149157421	4	4
13546.5	35545	0.05637541149157421	4	4
13546.5	35544	0.05637541149157421	4	4
13546.5	35543	0.05637541149157421	4	4
13546.5	35518	0.05637541149157421	4	4
13546.5	35517	0.05637541149157421	4	4
13546.5	35516	0.05637541149157421	4	4
13546.5	35380	0.05637541149157421	4	4
13546.5	35361	0.05637541149157421	4	4
13546.5	35312	0.05637541149157421	4	4
13546.5	35311	0.05637541149157421	4	4
13546.5	35310	0.05637541149157421	4	4
13546.5	35309	0.05637541149157421	4	4
13546.5	35298	0.05637541149157421	4	4
13546.5	35280	0.05637541149157421	4	4
13546.5	35261	0.05637541149157421	4	4
13546.5	35256	0.05637541149157421	4	4
13546.5	35255	0.05637541149157421	4	4
13546.5	35254	0.05637541149157421	4	4
13546.5	35253	0.05637541149157421	4	4
13546.5	35252	0.05637541149157421	4	4
13546.5	35208	0.05637541149157421	4	4
13546.5	35190	0.05637541149157421	4	4
13546.5	35189	0.05637541149157421	4	4
13546.5	35188	0.05637541149157421	4	4
13546.5	35187	0.05637541149157421	4	4
13546.5	35186	0.05637541149157421	4	4
13546.5	35098	0.05637541149157421	4	4
13546.5	35097	0.05637541149157421	4	4
13546.5	35096	0.05637541149157421	4	4
13546.5	35095	0.05637541149157421	4	4
13546.5	35094	0.05637541149157421	4	4
13546.5	35093	0.05637541149157421	4	4
13546.5	35092	0.05637541149157421	4	4
13546.5	35090	0.05637541149157421	4	4
13546.5	35011	0.05637541149157421	4	4
13546.5	35010	0.05637541149157421	4	4
13546.5	35009	0.05637541149157421	4	4
13546.5	34933	0.05637541149157421	4	4
13546.5	34932	0.05637541149157421	4	4
13546.5	34930	0.05637541149157421	4	4
13546.5	34929	0.05637541149157421	4	4
13546.5	34928	0.05637541149157421	4	4
13546.5	34927	0.05637541149157421	4	4
13546.5	34907	0.05637541149157421	4	4
13546.5	34890	0.05637541149157421	4	4
13546.5	34886	0.05637541149157421	4	4
13546.5	34844	0.05637541149157421	4	4
13546.5	34835	0.05637541149157421	4	4
13546.5	34834	0.05637541149157421	4	4
13546.5	34833	0.05637541149157421	4	4
13546.5	34808	0.05637541149157421	4	4
13546.5	34807	0.05637541149157421	4	4
13546.5	34806	0.05637541149157421	4	4
13546.5	34805	0.05637541149157421	4	4
13546.5	34804	0.05637541149157421	4	4
13546.5	34792	0.05637541149157421	4	4
13546.5	34791	0.05637541149157421	4	4
13546.5	34746	0.05637541149157421	4	4
13546.5	34745	0.05637541149157421	4	4
13546.5	34744	0.05637541149157421	4	4
13546.5	34743	0.05637541149157421	4	4
13546.5	34666	0.05637541149157421	4	4
13546.5	34665	0.05637541149157421	4	4
13546.5	34664	0.05637541149157421	4	4
13546.5	34663	0.05637541149157421	4	4
13546.5	34662	0.05637541149157421	4	4
13546.5	34647	0.05637541149157421	4	4
13546.5	34646	0.05637541149157421	4	4
13546.5	34645	0.05637541149157421	4	4
13546.5	34644	0.05637541149157421	4	4
13546.5	34636	0.05637541149157421	4	4
13546.5	34621	0.05637541149157421	4	4
13546.5	34620	0.05637541149157421	4	4
13546.5	34619	0.05637541149157421	4	4
13546.5	34611	0.05637541149157421	4	4
13546.5	34610	0.05637541149157421	4	4
13546.5	34609	0.05637541149157421	4	4
13546.5	34608	0.05637541149157421	4	4
13546.5	34607	0.05637541149157421	4	4
13546.5	34555	0.05637541149157421	4	4
13546.5	34554	0.05637541149157421	4	4
13546.5	34541	0.05637541149157421	4	4
13546.5	34536	0.05637541149157421	4	4
13546.5	34505	0.05637541149157421	4	4
13546.5	34504	0.05637541149157421	4	4
13546.5	34503	0.05637541149157421	4	4
13546.5	34449	0.05637541149157421	4	4
13546.5	34448	0.05637541149157421	4	4
13546.5	34414	0.05637541149157421	4	4
13546.5	34392	0.05637541149157421	4	4
13546.5	34385	0.05637541149157421	4	4
13546.5	34384	0.05637541149157421	4	4
13546.5	34383	0.05637541149157421	4	4
13546.5	34350	0.05637541149157421	4	4
13546.5	34349	0.05637541149157421	4	4
13546.5	34348	0.05637541149157421	4	4
13546.5	34233	0.05637541149157421	4	4
13546.5	34232	0.05637541149157421	4	4
13546.5	34231	0.05637541149157421	4	4
13546.5	34230	0.05637541149157421	4	4
13546.5	34183	0.05637541149157421	4	4
13546.5	34182	0.05637541149157421	4	4
13546.5	34181	0.05637541149157421	4	4
13546.5	34180	0.05637541149157421	4	4
13546.5	34174	0.05637541149157421	4	4
13546.5	34173	0.05637541149157421	4	4
13546.5	34172	0.05637541149157421	4	4
13546.5	34167	0.05637541149157421	4	4
13546.5	34166	0.05637541149157421	4	4
13546.5	34165	0.05637541149157421	4	4
13546.5	34164	0.05637541149157421	4	4
13546.5	34160	0.05637541149157421	4	4
13546.5	34159	0.05637541149157421	4	4
13546.5	34158	0.05637541149157421	4	4
13546.5	34157	0.05637541149157421	4	4
13546.5	34156	0.05637541149157421	4	4
13546.5	34128	0.05637541149157421	4	4
13546.5	34127	0.05637541149157421	4	4
13546.5	34120	0.05637541149157421	4	4
13546.5	34119	0.05637541149157421	4	4
13546.5	34118	0.05637541149157421	4	4
13546.5	34117	0.05637541149157421	4	4
13546.5	34101	0.05637541149157421	4	4
13546.5	34100	0.05637541149157421	4	4
13546.5	34099	0.05637541149157421	4	4
13546.5	34098	0.05637541149157421	4	4
13546.5	34017	0.05637541149157421	4	4
13546.5	34016	0.05637541149157421	4	4
13546.5	34015	0.05637541149157421	4	4
13546.5	34014	0.05637541149157421	4	4
13546.5	34002	0.05637541149157421	4	4
13546.5	34001	0.05637541149157421	4	4
13546.5	33943	0.05637541149157421	4	4
13546.5	33942	0.05637541149157421	4	4
13546.5	33941	0.05637541149157421	4	4
13546.5	33940	0.05637541149157421	4	4
13546.5	33939	0.05637541149157421	4	4
13546.5	33791	0.05637541149157421	4	4
13546.5	33790	0.05637541149157421	4	4
13546.5	33789	0.05637541149157421	4	4
13546.5	33788	0.05637541149157421	4	4
13546.5	33680	0.05637541149157421	4	4
13546.5	33676	0.05637541149157421	4	4
13546.5	33460	0.05637541149157421	4	4
13546.5	33445	0.05637541149157421	4	4
13546.5	33418	0.05637541149157421	4	4
13546.5	33416	0.05637541149157421	4	4
13546.5	33415	0.05637541149157421	4	4
13546.5	33414	0.05637541149157421	4	4
13546.5	33344	0.05637541149157421	4	4
13546.5	33277	0.05637541149157421	4	4
13546.5	33276	0.05637541149157421	4	4
13546.5	33275	0.05637541149157421	4	4
13546.5	33274	0.05637541149157421	4	4
13546.5	33273	0.05637541149157421	4	4
13546.5	33272	0.05637541149157421	4	4
13546.5	33271	0.05637541149157421	4	4
13546.5	33195	0.05637541149157421	4	4
13546.5	33172	0.05637541149157421	4	4
13546.5	33171	0.05637541149157421	4	4
13546.5	33160	0.05637541149157421	4	4
13546.5	33159	0.05637541149157421	4	4
13546.5	33154	0.05637541149157421	4	4
13546.5	33153	0.05637541149157421	4	4
13546.5	33152	0.05637541149157421	4	4
13546.5	33141	0.05637541149157421	4	4
13546.5	33140	0.05637541149157421	4	4
13546.5	33139	0.05637541149157421	4	4
13546.5	33046	0.05637541149157421	4	4
13546.5	33045	0.05637541149157421	4	4
13546.5	33043	0.05637541149157421	4	4
13546.5	33039	0.05637541149157421	4	4
13546.5	32995	0.05637541149157421	4	4
13546.5	32994	0.05637541149157421	4	4
13546.5	32993	0.05637541149157421	4	4
13546.5	32992	0.05637541149157421	4	4
13546.5	32991	0.05637541149157421	4	4
13546.5	32899	0.05637541149157421	4	4
13546.5	32898	0.05637541149157421	4	4
13546.5	32897	0.05637541149157421	4	4
13546.5	32896	0.05637541149157421	4	4
13546.5	32885	0.05637541149157421	4	4
13546.5	32884	0.05637541149157421	4	4
13546.5	32883	0.05637541149157421	4	4
13546.5	32882	0.05637541149157421	4	4
13546.5	32881	0.05637541149157421	4	4
13546.5	32879	0.05637541149157421	4	4
13546.5	32878	0.05637541149157421	4	4
13546.5	32876	0.05637541149157421	4	4
13546.5	32842	0.05637541149157421	4	4
13546.5	32807	0.05637541149157421	4	4
13546.5	32806	0.05637541149157421	4	4
13546.5	32805	0.05637541149157421	4	4
13546.5	32804	0.05637541149157421	4	4
13546.5	32642	0.05637541149157421	4	4
13546.5	32641	0.05637541149157421	4	4
13546.5	32167	0.05637541149157421	4	4
13546.5	32020	0.05637541149157421	4	4
13546.5	32019	0.05637541149157421	4	4
13546.5	32018	0.05637541149157421	4	4
13546.5	32017	0.05637541149157421	4	4
13546.5	31774	0.05637541149157421	4	4
13546.5	31773	0.05637541149157421	4	4
13546.5	31772	0.05637541149157421	4	4
13546.5	31664	0.05637541149157421	4	4
13546.5	31663	0.05637541149157421	4	4
13546.5	31662	0.05637541149157421	4	4
13546.5	31661	0.05637541149157421	4	4
13546.5	31561	0.05637541149157421	4	4
13546.5	31560	0.05637541149157421	4	4
13546.5	31443	0.05637541149157421	4	4
13546.5	31441	0.05637541149157421	4	4
13546.5	31440	0.05637541149157421	4	4
13546.5	31439	0.05637541149157421	4	4
13546.5	31438	0.05637541149157421	4	4
13546.5	31437	0.05637541149157421	4	4
13546.5	31436	0.05637541149157421	4	4
13546.5	31435	0.05637541149157421	4	4
13546.5	31403	0.05637541149157421	4	4
13546.5	31402	0.05637541149157421	4	4
13546.5	31401	0.05637541149157421	4	4
13546.5	31400	0.05637541149157421	4	4
13546.5	31399	0.05637541149157421	4	4
13546.5	31383	0.05637541149157421	4	4
13546.5	31034	0.05637541149157421	4	4
13546.5	31033	0.05637541149157421	4	4
13546.5	31032	0.05637541149157421	4	4
13546.5	31031	0.05637541149157421	4	4
13546.5	30884	0.05637541149157421	4	4
13546.5	30883	0.05637541149157421	4	4
13546.5	30882	0.05637541149157421	4	4
13546.5	30881	0.05637541149157421	4	4
13546.5	30871	0.05637541149157421	4	4
13546.5	30870	0.05637541149157421	4	4
13546.5	30869	0.05637541149157421	4	4
13546.5	30859	0.05637541149157421	4	4
13546.5	30858	0.05637541149157421	4	4
13546.5	30857	0.05637541149157421	4	4
13546.5	30855	0.05637541149157421	4	4
13546.5	30845	0.05637541149157421	4	4
13546.5	30839	0.05637541149157421	4	4
13546.5	30838	0.05637541149157421	4	4
13546.5	30837	0.05637541149157421	4	4
13546.5	30791	0.05637541149157421	4	4
13546.5	30790	0.05637541149157421	4	4
13546.5	30789	0.05637541149157421	4	4
13546.5	30788	0.05637541149157421	4	4
13546.5	30778	0.05637541149157421	4	4
13546.5	30777	0.05637541149157421	4	4
13546.5	30727	0.05637541149157421	4	4
13546.5	30726	0.05637541149157421	4	4
13546.5	30684	0.05637541149157421	4	4
13546.5	30682	0.05637541149157421	4	4
13546.5	30681	0.05637541149157421	4	4
13546.5	30613	0.05637541149157421	4	4
13546.5	30612	0.05637541149157421	4	4
13546.5	30611	0.05637541149157421	4	4
13546.5	30602	0.05637541149157421	4	4
13546.5	30585	0.05637541149157421	4	4
13546.5	30570	0.05637541149157421	4	4
13546.5	30569	0.05637541149157421	4	4
13546.5	30567	0.05637541149157421	4	4
13546.5	30558	0.05637541149157421	4	4
13546.5	30544	0.05637541149157421	4	4
13546.5	30543	0.05637541149157421	4	4
13546.5	30542	0.05637541149157421	4	4
13546.5	30541	0.05637541149157421	4	4
13546.5	30512	0.05637541149157421	4	4
13546.5	30505	0.05637541149157421	4	4
13546.5	30504	0.05637541149157421	4	4
13546.5	30502	0.05637541149157421	4	4
13546.5	30499	0.05637541149157421	4	4
13546.5	30498	0.05637541149157421	4	4
13546.5	30485	0.05637541149157421	4	4
13546.5	30484	0.05637541149157421	4	4
13546.5	30460	0.05637541149157421	4	4
13546.5	30455	0.05637541149157421	4	4
13546.5	30453	0.05637541149157421	4	4
13546.5	30452	0.05637541149157421	4	4
13546.5	30451	0.05637541149157421	4	4
13546.5	30450	0.05637541149157421	4	4
13546.5	30433	0.05637541149157421	4	4
13546.5	30432	0.05637541149157421	4	4
13546.5	30431	0.05637541149157421	4	4
13546.5	30430	0.05637541149157421	4	4
13546.5	30429	0.05637541149157421	4	4
13546.5	30399	0.05637541149157421	4	4
13546.5	30398	0.05637541149157421	4	4
13546.5	30397	0.05637541149157421	4	4
13546.5	30396	0.05637541149157421	4	4
13546.5	30377	0.05637541149157421	4	4
13546.5	30376	0.05637541149157421	4	4
13546.5	30375	0.05637541149157421	4	4
13546.5	30374	0.05637541149157421	4	4
13546.5	30359	0.05637541149157421	4	4
13546.5	30358	0.05637541149157421	4	4
13546.5	30357	0.05637541149157421	4	4
13546.5	30356	0.05637541149157421	4	4
13546.5	30355	0.05637541149157421	4	4
13546.5	30315	0.05637541149157421	4	4
13546.5	30314	0.05637541149157421	4	4
13546.5	30313	0.05637541149157421	4	4
13546.5	30312	0.05637541149157421	4	4
13546.5	30280	0.05637541149157421	4	4
13546.5	30279	0.05637541149157421	4	4
13546.5	30278	0.05637541149157421	4	4
13546.5	30254	0.05637541149157421	4	4
13546.5	30253	0.05637541149157421	4	4
13546.5	30252	0.05637541149157421	4	4
13546.5	30209	0.05637541149157421	4	4
13546.5	30199	0.05637541149157421	4	4
13546.5	30149	0.05637541149157421	4	4
13546.5	30148	0.05637541149157421	4	4
13546.5	30147	0.05637541149157421	4	4
13546.5	30146	0.05637541149157421	4	4
13546.5	30118	0.05637541149157421	4	4
13546.5	30100	0.05637541149157421	4	4
13546.5	30099	0.05637541149157421	4	4
13546.5	30098	0.05637541149157421	4	4
13546.5	30097	0.05637541149157421	4	4
13546.5	30096	0.05637541149157421	4	4
13546.5	30095	0.05637541149157421	4	4
13546.5	30094	0.05637541149157421	4	4
13546.5	30093	0.05637541149157421	4	4
13546.5	30092	0.05637541149157421	4	4
13546.5	30091	0.05637541149157421	4	4
13546.5	29939	0.05637541149157421	4	4
13546.5	29938	0.05637541149157421	4	4
13546.5	29937	0.05637541149157421	4	4
13546.5	29936	0.05637541149157421	4	4
13546.5	29935	0.05637541149157421	4	4
13546.5	29934	0.05637541149157421	4	4
13546.5	29900	0.05637541149157421	4	4
13546.5	29895	0.05637541149157421	4	4
13546.5	29894	0.05637541149157421	4	4
13546.5	29884	0.05637541149157421	4	4
13546.5	29880	0.05637541149157421	4	4
13546.5	29862	0.05637541149157421	4	4
13546.5	29861	0.05637541149157421	4	4
13546.5	29860	0.05637541149157421	4	4
13546.5	29859	0.05637541149157421	4	4
13546.5	29858	0.05637541149157421	4	4
13546.5	29857	0.05637541149157421	4	4
13546.5	29819	0.05637541149157421	4	4
13546.5	29817	0.05637541149157421	4	4
13546.5	29814	0.05637541149157421	4	4
13546.5	29804	0.05637541149157421	4	4
13546.5	29782	0.05637541149157421	4	4
13546.5	29770	0.05637541149157421	4	4
13546.5	29728	0.05637541149157421	4	4
13546.5	29722	0.05637541149157421	4	4
13546.5	29710	0.05637541149157421	4	4
13546.5	29708	0.05637541149157421	4	4
13546.5	29689	0.05637541149157421	4	4
13546.5	29688	0.05637541149157421	4	4
13546.5	29687	0.05637541149157421	4	4
13546.5	29686	0.05637541149157421	4	4
13546.5	29685	0.05637541149157421	4	4
13546.5	29661	0.05637541149157421	4	4
13546.5	29657	0.05637541149157421	4	4
13546.5	29654	0.05637541149157421	4	4
13546.5	29648	0.05637541149157421	4	4
13546.5	29647	0.05637541149157421	4	4
13546.5	29646	0.05637541149157421	4	4
13546.5	29645	0.05637541149157421	4	4
13546.5	29634	0.05637541149157421	4	4
13546.5	29633	0.05637541149157421	4	4
13546.5	29626	0.05637541149157421	4	4
13546.5	29624	0.05637541149157421	4	4
13546.5	29623	0.05637541149157421	4	4
13546.5	29596	0.05637541149157421	4	4
13546.5	29595	0.05637541149157421	4	4
13546.5	29536	0.05637541149157421	4	4
13546.5	29492	0.05637541149157421	4	4
13546.5	29491	0.05637541149157421	4	4
13546.5	29461	0.05637541149157421	4	4
13546.5	29455	0.05637541149157421	4	4
13546.5	29454	0.05637541149157421	4	4
13546.5	29301	0.05637541149157421	4	4
13546.5	29292	0.05637541149157421	4	4
13546.5	29291	0.05637541149157421	4	4
13546.5	29290	0.05637541149157421	4	4
13546.5	29289	0.05637541149157421	4	4
13546.5	29287	0.05637541149157421	4	4
13546.5	29286	0.05637541149157421	4	4
13546.5	29285	0.05637541149157421	4	4
13546.5	29284	0.05637541149157421	4	4
13546.5	29281	0.05637541149157421	4	4
13546.5	29280	0.05637541149157421	4	4
13546.5	29279	0.05637541149157421	4	4
13546.5	29263	0.05637541149157421	4	4
13546.5	29262	0.05637541149157421	4	4
13546.5	29261	0.05637541149157421	4	4
13546.5	29205	0.05637541149157421	4	4
13546.5	29200	0.05637541149157421	4	4
13546.5	29196	0.05637541149157421	4	4
13546.5	29175	0.05637541149157421	4	4
13546.5	29174	0.05637541149157421	4	4
13546.5	29173	0.05637541149157421	4	4
13546.5	29143	0.05637541149157421	4	4
13546.5	29140	0.05637541149157421	4	4
13546.5	29138	0.05637541149157421	4	4
13546.5	29127	0.05637541149157421	4	4
13546.5	29120	0.05637541149157421	4	4
13546.5	29055	0.05637541149157421	4	4
13546.5	29038	0.05637541149157421	4	4
13546.5	29028	0.05637541149157421	4	4
13546.5	29027	0.05637541149157421	4	4
13546.5	28972	0.05637541149157421	4	4
13546.5	28971	0.05637541149157421	4	4
13546.5	28970	0.05637541149157421	4	4
13546.5	28957	0.05637541149157421	4	4
13546.5	28956	0.05637541149157421	4	4
13546.5	28948	0.05637541149157421	4	4
13546.5	28947	0.05637541149157421	4	4
13546.5	28946	0.05637541149157421	4	4
13546.5	28932	0.05637541149157421	4	4
13546.5	28929	0.05637541149157421	4	4
13546.5	28928	0.05637541149157421	4	4
13546.5	28927	0.05637541149157421	4	4
13546.5	28921	0.05637541149157421	4	4
13546.5	28920	0.05637541149157421	4	4
13546.5	28918	0.05637541149157421	4	4
13546.5	28917	0.05637541149157421	4	4
13546.5	28916	0.05637541149157421	4	4
13546.5	28914	0.05637541149157421	4	4
13546.5	28912	0.05637541149157421	4	4
13546.5	28911	0.05637541149157421	4	4
13546.5	28910	0.05637541149157421	4	4
13546.5	28868	0.05637541149157421	4	4
13546.5	28866	0.05637541149157421	4	4
13546.5	28865	0.05637541149157421	4	4
13546.5	28862	0.05637541149157421	4	4
13546.5	28857	0.05637541149157421	4	4
13546.5	28848	0.05637541149157421	4	4
13546.5	28847	0.05637541149157421	4	4
13546.5	28846	0.05637541149157421	4	4
13546.5	28845	0.05637541149157421	4	4
13546.5	28844	0.05637541149157421	4	4
13546.5	28817	0.05637541149157421	4	4
13546.5	28816	0.05637541149157421	4	4
13546.5	28815	0.05637541149157421	4	4
13546.5	28808	0.05637541149157421	4	4
13546.5	28784	0.05637541149157421	4	4
13546.5	28781	0.05637541149157421	4	4
13546.5	28758	0.05637541149157421	4	4
13546.5	28736	0.05637541149157421	4	4
13546.5	28735	0.05637541149157421	4	4
13546.5	28734	0.05637541149157421	4	4
13546.5	28733	0.05637541149157421	4	4
13546.5	28732	0.05637541149157421	4	4
13546.5	28704	0.05637541149157421	4	4
13546.5	28702	0.05637541149157421	4	4
13546.5	28688	0.05637541149157421	4	4
13546.5	28684	0.05637541149157421	4	4
13546.5	28673	0.05637541149157421	4	4
13546.5	28672	0.05637541149157421	4	4
13546.5	28671	0.05637541149157421	4	4
13546.5	28670	0.05637541149157421	4	4
13546.5	28662	0.05637541149157421	4	4
13546.5	28648	0.05637541149157421	4	4
13546.5	28620	0.05637541149157421	4	4
13546.5	28615	0.05637541149157421	4	4
13546.5	28542	0.05637541149157421	4	4
13546.5	28541	0.05637541149157421	4	4
13546.5	28445	0.05637541149157421	4	4
13546.5	28444	0.05637541149157421	4	4
13546.5	28439	0.05637541149157421	4	4
13546.5	28438	0.05637541149157421	4	4
13546.5	28437	0.05637541149157421	4	4
13546.5	28436	0.05637541149157421	4	4
13546.5	28132	0.05637541149157421	4	4
13546.5	28131	0.05637541149157421	4	4
13546.5	28130	0.05637541149157421	4	4
13546.5	28117	0.05637541149157421	4	4
13546.5	28116	0.05637541149157421	4	4
13546.5	28115	0.05637541149157421	4	4
13546.5	28114	0.05637541149157421	4	4
13546.5	28092	0.05637541149157421	4	4
13546.5	28091	0.05637541149157421	4	4
13546.5	28090	0.05637541149157421	4	4
13546.5	28083	0.05637541149157421	4	4
13546.5	28081	0.05637541149157421	4	4
13546.5	28018	0.05637541149157421	4	4
13546.5	28002	0.05637541149157421	4	4
13546.5	27994	0.05637541149157421	4	4
13546.5	27992	0.05637541149157421	4	4
13546.5	27976	0.05637541149157421	4	4
13546.5	27975	0.05637541149157421	4	4
13546.5	27958	0.05637541149157421	4	4
13546.5	27790	0.05637541149157421	4	4
13546.5	27780	0.05637541149157421	4	4
13546.5	27778	0.05637541149157421	4	4
13546.5	27777	0.05637541149157421	4	4
13546.5	27776	0.05637541149157421	4	4
13546.5	27769	0.05637541149157421	4	4
13546.5	27768	0.05637541149157421	4	4
13546.5	27767	0.05637541149157421	4	4
13546.5	27765	0.05637541149157421	4	4
13546.5	27762	0.05637541149157421	4	4
13546.5	27732	0.05637541149157421	4	4
13546.5	27731	0.05637541149157421	4	4
13546.5	27730	0.05637541149157421	4	4
13546.5	27729	0.05637541149157421	4	4
13546.5	27610	0.05637541149157421	4	4
13546.5	27609	0.05637541149157421	4	4
13546.5	27608	0.05637541149157421	4	4
13546.5	27607	0.05637541149157421	4	4
13546.5	27564	0.05637541149157421	4	4
13546.5	27480	0.05637541149157421	4	4
13546.5	27479	0.05637541149157421	4	4
13546.5	27464	0.05637541149157421	4	4
13546.5	27434	0.05637541149157421	4	4
13546.5	27433	0.05637541149157421	4	4
13546.5	27432	0.05637541149157421	4	4
13546.5	27431	0.05637541149157421	4	4
13546.5	27430	0.05637541149157421	4	4
13546.5	27429	0.05637541149157421	4	4
13546.5	27410	0.05637541149157421	4	4
13546.5	27409	0.05637541149157421	4	4
13546.5	27408	0.05637541149157421	4	4
13546.5	27399	0.05637541149157421	4	4
13546.5	27398	0.05637541149157421	4	4
13546.5	27397	0.05637541149157421	4	4
13546.5	27376	0.05637541149157421	4	4
13546.5	27375	0.05637541149157421	4	4
13546.5	27359	0.05637541149157421	4	4
13546.5	27331	0.05637541149157421	4	4
13546.5	27329	0.05637541149157421	4	4
13546.5	27325	0.05637541149157421	4	4
13546.5	27322	0.05637541149157421	4	4
13546.5	27321	0.05637541149157421	4	4
13546.5	27320	0.05637541149157421	4	4
13546.5	27305	0.05637541149157421	4	4
13546.5	27290	0.05637541149157421	4	4
13546.5	27289	0.05637541149157421	4	4
13546.5	27288	0.05637541149157421	4	4
13546.5	27287	0.05637541149157421	4	4
13546.5	27286	0.05637541149157421	4	4
13546.5	27283	0.05637541149157421	4	4
13546.5	27273	0.05637541149157421	4	4
13546.5	27272	0.05637541149157421	4	4
13546.5	27254	0.05637541149157421	4	4
13546.5	27253	0.05637541149157421	4	4
13546.5	27252	0.05637541149157421	4	4
13546.5	27230	0.05637541149157421	4	4
13546.5	27226	0.05637541149157421	4	4
13546.5	27215	0.05637541149157421	4	4
13546.5	27214	0.05637541149157421	4	4
13546.5	27213	0.05637541149157421	4	4
13546.5	27195	0.05637541149157421	4	4
13546.5	27188	0.05637541149157421	4	4
13546.5	27187	0.05637541149157421	4	4
13546.5	27162	0.05637541149157421	4	4
13546.5	27159	0.05637541149157421	4	4
13546.5	27156	0.05637541149157421	4	4
13546.5	27155	0.05637541149157421	4	4
13546.5	27154	0.05637541149157421	4	4
13546.5	27153	0.05637541149157421	4	4
13546.5	27139	0.05637541149157421	4	4
13546.5	27125	0.05637541149157421	4	4
13546.5	27124	0.05637541149157421	4	4
13546.5	27117	0.05637541149157421	4	4
13546.5	27116	0.05637541149157421	4	4
13546.5	27115	0.05637541149157421	4	4
13546.5	27114	0.05637541149157421	4	4
13546.5	27110	0.05637541149157421	4	4
13546.5	27109	0.05637541149157421	4	4
13546.5	27107	0.05637541149157421	4	4
13546.5	27083	0.05637541149157421	4	4
13546.5	27074	0.05637541149157421	4	4
13546.5	27059	0.05637541149157421	4	4
13546.5	27058	0.05637541149157421	4	4
13546.5	27055	0.05637541149157421	4	4
13546.5	27054	0.05637541149157421	4	4
13546.5	27000	0.05637541149157421	4	4
13546.5	26981	0.05637541149157421	4	4
13546.5	26966	0.05637541149157421	4	4
13546.5	26962	0.05637541149157421	4	4
13546.5	26959	0.05637541149157421	4	4
13546.5	26956	0.05637541149157421	4	4
13546.5	26946	0.05637541149157421	4	4
13546.5	26915	0.05637541149157421	4	4
13546.5	26914	0.05637541149157421	4	4
13546.5	26913	0.05637541149157421	4	4
13546.5	26904	0.05637541149157421	4	4
13546.5	26882	0.05637541149157421	4	4
13546.5	26881	0.05637541149157421	4	4
13546.5	26880	0.05637541149157421	4	4
13546.5	26871	0.05637541149157421	4	4
13546.5	26870	0.05637541149157421	4	4
13546.5	26869	0.05637541149157421	4	4
13546.5	26861	0.05637541149157421	4	4
13546.5	26845	0.05637541149157421	4	4
13546.5	26841	0.05637541149157421	4	4
13546.5	26840	0.05637541149157421	4	4
13546.5	26836	0.05637541149157421	4	4
13546.5	26819	0.05637541149157421	4	4
13546.5	26805	0.05637541149157421	4	4
13546.5	26804	0.05637541149157421	4	4
13546.5	26790	0.05637541149157421	4	4
13546.5	26789	0.05637541149157421	4	4
13546.5	26788	0.05637541149157421	4	4
13546.5	26730	0.05637541149157421	4	4
13546.5	26729	0.05637541149157421	4	4
13546.5	26728	0.05637541149157421	4	4
